0.0;0;0.178825880456422
10.0;0.20652313896860672;0.17570859440585732
20.0;0.1966163469285241;0.1658580797035298
30.0;0.17966349917373572;0.1497984213310891
40.0;0.1574313289770524;0.12951512226723874
50.0;0.13331873302640368;0.1084389022993646
60.0;0.11184853550007907;0.09072670368699412
70.0;0.09620957371890168;0.07889011522577863
80.0;0.08651483315591749;0.07247609116731844
90.0;0.0811231389985796;0.0696294702763641
100.0;0.07838383763982228;0.06872934794950633
110.0;0.07711863205063957;0.06872406122286215
120.0;0.07658869758781306;0.06901924441773521
130.0;0.07638704824879727;0.06933528799783426
